Name,Rating,Reviews,Category,Address,Website,Phone,Url
"Devine Dentistry","5.0","380","Cosmetic dentist","4219 Hillsboro Pike # 105, Nashville, TN 37215, United States","http://devinedentistry.com/","+1 615-269-4209","https://www.google.com/maps/place/Devine+Dentistry/data=!4m7!3m6!1s0x886464784aa20eab:0x210c86353537740c!8m2!3d36.100239!4d-86.820191!16s%2Fg%2F1tcw4c07!19sChIJqw6iSnhkZIgRDHQ3NTWGDCE?authuser=0&hl=en&rclk=1"
"Schmidle Family Dentistry","4.9","624","Dentist","313A Bluebird Dr, Goodlettsville, TN 37072, United States","https://schmidlefamilydentistry.com/","+1 615-859-1910","https://www.google.com/maps/place/Schmidle+Family+Dentistry/data=!4m7!3m6!1s0x8864437f3fb8ccad:0xfcc0c216e453359a!8m2!3d36.3003202!4d-86.7028406!16s%2Fg%2F11cr_0wgw0!19sChIJrcy4P39DZIgRmjVT5BbCwPw?authuser=0&hl=en&rclk=1"
"Tend East Nashville","4.7","243","Cosmetic dentist","962 Woodland St, Nashville, TN 37206, United States","https://www.hellotend.com/studios/nashville/east-nashville","+1 615-490-9063","https://www.google.com/maps/place/Tend+East+Nashville/data=!4m7!3m6!1s0x886467f562ea3201:0xf280bc4aba976f09!8m2!3d36.1765083!4d-86.7520477!16s%2Fg%2F11t91w3p0y!19sChIJATLqYvVnZIgRCW-Xukq8gPI?authuser=0&hl=en&rclk=1"
"Nolensville Smiles Dentistry","4.6","28","Dentist","197 Burkitt Commons Ave, Nolensville, TN 37135, United States","https://www.nolensvillesmilesdentistry.com/?sc_cid=GBP%3AO%3AGP%3A310%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_NDc4NzU3MzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","+1 615-257-5699","https://www.google.com/maps/place/Nolensville+Smiles+Dentistry/data=!4m7!3m6!1s0x886471b1dea531ff:0xb3489c786f04f2b2!8m2!3d35.9909308!4d-86.6825147!16s%2Fg%2F11txnyg6mn!19sChIJ_zGl3rFxZIgRsvIEb3icSLM?authuser=0&hl=en&rclk=1"
"Serenity Dental","4.8","161","Dentist","1030 W Main St, Lebanon, TN 37087, United States","http://www.drlarkins.com/","+1 615-444-3932","https://www.google.com/maps/place/Serenity+Dental/data=!4m7!3m6!1s0x886421e74c632807:0x8125c97cc16d3a3d!8m2!3d36.2113998!4d-86.3163098!16s%2Fg%2F1tdmfm99!19sChIJByhjTOchZIgRPTptwXzJJYE?authuser=0&hl=en&rclk=1"
"Nashville Dentistry Co.","4.9","350","Dentist","211 Franklin Rd Suite 180, Brentwood, TN 37027, United States","https://www.nashvilledentistryco.com/","+1 615-703-8309","https://www.google.com/maps/place/Nashville+Dentistry+Co./data=!4m7!3m6!1s0x88647b24536e55ad:0x239b989d9a838bee!8m2!3d36.0323671!4d-86.7907234!16s%2Fg%2F11dfjx1n5r!19sChIJrVVuUyR7ZIgR7ouDmp2YmyM?authuser=0&hl=en&rclk=1"
"Martin Dental Studio: Thomas Martin, DDS","4.9","142","Dentist","505 Myatt Dr, Nashville, TN 37115, United States","https://www.martindentalstudiotn.com/","+1 615-865-2260","https://www.google.com/maps/place/Martin+Dental+Studio:+Thomas+Martin,+DDS/data=!4m7!3m6!1s0x886443bcdb99d423:0xc8037e276b103a25!8m2!3d36.2793941!4d-86.6904373!16s%2Fg%2F1tdm91g2!19sChIJI9SZ27xDZIgRJToQayd-A8g?authuser=0&hl=en&rclk=1"
"Roach Family Dentistry & Associates","4.6","362","Dentist","3824 Bedford Ave, Nashville, TN 37215, United States","https://www.greenhillsdentist.net/","+1 615-499-5608","https://www.google.com/maps/place/Roach+Family+Dentistry+%26+Associates/data=!4m7!3m6!1s0x88646475c7507285:0x2a00c25961537ddd!8m2!3d36.1074885!4d-86.8205619!16s%2Fg%2F1tj5lx29!19sChIJhXJQx3VkZIgR3X1TYVnCACo?authuser=0&hl=en&rclk=1"
"Daily Dental Belle Meade","4.4","70","Dentist","105 Heady Dr, Nashville, TN 37205, United States","https://www.daily.dental/","+1 615-352-6684","https://www.google.com/maps/place/Daily+Dental+Belle+Meade/data=!4m7!3m6!1s0x8864631caf9c5ec1:0x7ab95d0840ee7f2e!8m2!3d36.0984102!4d-86.8715809!16s%2Fg%2F11gmxb4v76!19sChIJwV6crxxjZIgRLn_uQAhduXo?authuser=0&hl=en&rclk=1"
"Nashville Cosmetic and Implant Dentistry","4.8","198","Dentist","2828 Bransford Ave, Nashville, TN 37204, United States","https://www.bionicteeth.com/","+1 615-297-5577","https://www.google.com/maps/place/Nashville+Cosmetic+and+Implant+Dentistry/data=!4m7!3m6!1s0x886465c0d425c16d:0xc7dcbd2da02b25ae!8m2!3d36.1135441!4d-86.7664332!16s%2Fg%2F1tvm3hhp!19sChIJbcEl1MBlZIgRriUroC293Mc?authuser=0&hl=en&rclk=1"
"Dr. B and Associates Family & Cosmetic Dentistry","5.0","375","Dentist","2531 Park Dr ste b, Nashville, TN 37214, United States","https://drbfamily.com/","+1 615-883-7700","https://www.google.com/maps/place/Dr.+B+and+Associates+Family+%26+Cosmetic+Dentistry/data=!4m7!3m6!1s0x88646975d56eed83:0xa96b08f56ca1ef89!8m2!3d36.1712502!4d-86.6762377!16s%2Fg%2F1v16r0tv!19sChIJg-1u1XVpZIgRie-hbPUIa6k?authuser=0&hl=en&rclk=1"
"Mindy M. Thompson D.D.S.","4.9","361","Dentist","2551 Murfreesboro Pike, Nashville, TN 37217, United States","http://www.drmindythompson.com/","+1 615-367-3509","https://www.google.com/maps/place/Mindy+M.+Thompson+D.D.S./data=!4m7!3m6!1s0x88646dc831cceb23:0x21c6b13af2bb817!8m2!3d36.0766488!4d-86.6409505!16s%2Fg%2F1vg_dlmz!19sChIJI-vMMchtZIgRF7grrxNrHAI?authuser=0&hl=en&rclk=1"
"West End Smiles","4.6","35","Dentist","1800 West End Ave UNIT 102, Nashville, TN 37203, United States","http://www.westendsmiles.com/","+1 615-327-4904","https://www.google.com/maps/place/West+End+Smiles/data=!4m7!3m6!1s0x886466b02efb7ba7:0xa5c7b0eed050fe9b!8m2!3d36.1530439!4d-86.7962921!16s%2Fg%2F1tfrsnm0!19sChIJp3v7LrBmZIgRm_5Q0O6wx6U?authuser=0&hl=en&rclk=1"
"Dental Design Studios LLC","4.9","510","Dentist","145 Thompson Ln, Nashville, TN 37211, United States","http://dentaldesignstudiosllc.com/","+1 615-432-2388","https://www.google.com/maps/place/Dental+Design+Studios+LLC/data=!4m7!3m6!1s0x88646fbf6bb91bcd:0x51479d5b2cf8fc5c!8m2!3d36.109891!4d-86.7377817!16s%2Fg%2F1q5hrm92h!19sChIJzRu5a79vZIgRXPz4LFudR1E?authuser=0&hl=en&rclk=1"
"Stein Dental Care","4.8","244","Dentist","99 White Bridge Rd #204, Nashville, TN 37205, United States","https://www.stein.dental/","+1 615-540-0888","https://www.google.com/maps/place/Stein+Dental+Care/data=!4m7!3m6!1s0x886463d43982d11d:0x8dd17d75804cf17f!8m2!3d36.1316071!4d-86.8581153!16s%2Fg%2F11c46clx83!19sChIJHdGCOdRjZIgRf_FMgHV90Y0?authuser=0&hl=en&rclk=1"
"BiTE Dentistry","4.9","323","Dentist","3212 West End Ave Ste 301, Nashville, TN 37203, United States","https://bitedds.com/","+1 615-297-7440","https://www.google.com/maps/place/BiTE+Dentistry/data=!4m7!3m6!1s0x886466ac0c623eb7:0x17f2fd3912873b9a!8m2!3d36.1415802!4d-86.8180092!16s%2Fg%2F1tctsdkm!19sChIJtz5iDKxmZIgRmjuHEjn98hc?authuser=0&hl=en&rclk=1"
"Davis Dentistry of Lebanon","4.8","110","Dentist","1037 W Main St Suite E, Lebanon, TN 37087, United States","https://mydavisdentistry.com/","+1 615-444-2262","https://www.google.com/maps/place/Davis+Dentistry+of+Lebanon/data=!4m7!3m6!1s0x886421cc68d02197:0xc8e5721dde104f98!8m2!3d36.2136999!4d-86.3176694!16s%2Fg%2F11fpglg1x7!19sChIJlyHQaMwhZIgRmE8Q3h1y5cg?authuser=0&hl=en&rclk=1"
"Carlin Dental","4.9","31","Dentist","100 Springhouse Ct #130, Hendersonville, TN 37075, United States","https://www.carlindental.com/locations/hendersonville-office","+1 615-431-2723","https://www.google.com/maps/place/Carlin+Dental/data=!4m7!3m6!1s0x88644747bc400e43:0x203262ae6a2375d8!8m2!3d36.3141655!4d-86.5988371!16s%2Fg%2F1tf08d4h!19sChIJQw5AvEdHZIgR2HUjaq5iMiA?authuser=0&hl=en&rclk=1"
"Fairview Family Dentistry","4.9","55","Dentist","7022 City Center Way, Fairview, TN 37062, United States","http://www.fairviewfamilydentistrytn.com/","+1 615-266-2645","https://www.google.com/maps/place/Fairview+Family+Dentistry/data=!4m7!3m6!1s0x88649bf6e7e3c6db:0x8ac4cbfee35e8946!8m2!3d35.973994!4d-87.1307905!16s%2Fg%2F11cs4l8v84!19sChIJ28bj5_abZIgRRole4_7LxIo?authuser=0&hl=en&rclk=1"
"Richland Creek Family Dentistry","5.0","161","Dentist","406 Morrow Rd, Nashville, TN 37209, United States","https://www.richlandcreekdentistry.com/","+1 615-383-1444","https://www.google.com/maps/place/Richland+Creek+Family+Dentistry/data=!4m7!3m6!1s0x8864616df7e26f53:0x34b37cc86f870741!8m2!3d36.15211!4d-86.851886!16s%2Fg%2F1tdd5_jc!19sChIJU2_i921hZIgRQQeHb8h8szQ?authuser=0&hl=en&rclk=1"
"Fischer Family Dentistry","4.9","687","Dentist","151 Indian Lake Blvd, Hendersonville, TN 37075, United States","http://www.fischerfamilydentistry.com/","+1 615-824-8870","https://www.google.com/maps/place/Fischer+Family+Dentistry/data=!4m7!3m6!1s0x8864473093f11df5:0x7dde447f50e71ffa!8m2!3d36.311584!4d-86.607231!16s%2Fg%2F1v5_b4x7!19sChIJ9R3xkzBHZIgR-h_nUH9E3n0?authuser=0&hl=en&rclk=1"
"Dentist in Lebanon, TN","","","Dentist","727 W Main St, Lebanon, TN 37087, United States","","+1 855-235-1637","https://www.google.com/maps/place/Dentist+in+Lebanon,+TN/data=!4m7!3m6!1s0x886421d974060441:0xf20e4466dd1ead37!8m2!3d36.2107588!4d-86.3100822!16s%2Fg%2F11hy_y3wcn!19sChIJQQQGdNkhZIgRN60e3WZEDvI?authuser=0&hl=en&rclk=1"
"Cool Springs Laser Dentistry - Dr. Kellye Rice","4.8","310","Dentist","1800 Mallory Ln # A, Brentwood, TN 37027, United States","https://kellyerice.com/","+1 615-763-4234","https://www.google.com/maps/place/Cool+Springs+Laser+Dentistry+-+Dr.+Kellye+Rice/data=!4m7!3m6!1s0x886479567391dce7:0xeb9c8976213cb6d4!8m2!3d35.958616!4d-86.816773!16s%2Fg%2F1w9y1v8t!19sChIJ59yRc1Z5ZIgR1LY8IXaJnOs?authuser=0&hl=en&rclk=1"
"Crossroads Family Dentistry","4.8","403","Dentist","4515 Harding Pike Suite 104, Nashville, TN 37205, United States","http://crossroadsdentistrytn.com/","+1 615-385-2008","https://www.google.com/maps/place/Crossroads+Family+Dentistry/data=!4m7!3m6!1s0x886463c4b6f96539:0xb0e69a66c11f0dc5!8m2!3d36.1237935!4d-86.8481147!16s%2Fg%2F1tfb2qwm!19sChIJOWX5tsRjZIgRxQ0fwWaa5rA?authuser=0&hl=en&rclk=1"
"Franklin Family Dentistry","5.0","144","Dentist","112 Morgantown Rd, Franklin, KY 42134, United States","https://www.jdavidfowlerdmd.com/","+1 270-586-0606","https://www.google.com/maps/place/Franklin+Family+Dentistry/data=!4m7!3m6!1s0x8865c8003e0b0445:0x9d216ce542e321ca!8m2!3d36.7316672!4d-86.5795407!16s%2Fg%2F11fx7wnjcd!19sChIJRQQLPgDIZYgRyiHjQuVsIZ0?authuser=0&hl=en&rclk=1"
"Dentists of Bellevue","4.3","112","Dentist","8131 Sawyer Brown Rd Ste 501, Nashville, TN 37221, United States","https://www.dentistsofbellevue.com/?sc_cid=GBP%3AO%3AGP%3A853%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_OTAyOTA2OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","+1 615-933-1981","https://www.google.com/maps/place/Dentists+of+Bellevue/data=!4m7!3m6!1s0x886488f630b62bef:0xe92fe5edba764692!8m2!3d36.080656!4d-86.9476498!16s%2Fg%2F11f4ldmt6l!19sChIJ7yu2MPaIZIgRkkZ2uu3lL-k?authuser=0&hl=en&rclk=1"
"Porter Dentistry, Chad Porter DDS & Tonia Porter DDS","4.9","529","Dentist","1633 W Main St Suite 200, Lebanon, TN 37087, United States","https://www.porterdentistryllc.com/","+1 615-449-3222","https://www.google.com/maps/place/Porter+Dentistry,+Chad+Porter+DDS+%26+Tonia+Porter+DDS/data=!4m7!3m6!1s0x8864221ced908b7d:0x10bc553cdf6d845b!8m2!3d36.2212524!4d-86.3407796!16s%2Fg%2F1hhx6w5lg!19sChIJfYuQ7RwiZIgRW4Rt3zxVvBA?authuser=0&hl=en&rclk=1"
"Nashville Restorative Dentistry","5.0","241","Dentist","5005 Meridian Blvd #190, Franklin, TN 37067, United States","https://www.nashvillerestorativedentistry.com/","+1 615-640-8494","https://www.google.com/maps/place/Nashville+Restorative+Dentistry/data=!4m7!3m6!1s0x8864795afa08cafd:0x3cfc033406d9f473!8m2!3d35.9502058!4d-86.8099187!16s%2Fg%2F1q5gnb43t!19sChIJ_coI-lp5ZIgRc_TZBjQD_Dw?authuser=0&hl=en&rclk=1"
"Ideal Dental Smyrna","4.8","225","Dentist","574 Sam Ridley Pkwy W, Smyrna, TN 37167, United States","https://www.myidealdental.com/smyrna/","+1 615-488-1151","https://www.google.com/maps/place/Ideal+Dental+Smyrna/data=!4m7!3m6!1s0x88640de652ff8687:0x78ae26ab3d683491!8m2!3d35.980754!4d-86.5601125!16s%2Fg%2F11s87tw8nd!19sChIJh4b_UuYNZIgRkTRoPasmrng?authuser=0&hl=en&rclk=1"
"Family Dentistry Dr. Wendy JangDhari","4.3","22","Dentist","521 E Trinity Ln, Nashville, TN 37207, United States","http://drwendyfamilydentistry.wordpress.com/","+1 615-226-5250","https://www.google.com/maps/place/Family+Dentistry+Dr.+Wendy+JangDhari/data=!4m7!3m6!1s0x886467eef301e47f:0x99d009e0c87bf5de!8m2!3d36.2052665!4d-86.755269!16s%2Fg%2F1wbryj39!19sChIJf-QB8-5nZIgR3vV7yOAJ0Jk?authuser=0&hl=en&rclk=1"
"Brentwood Dental Arts","4.8","233","Dentist","5505 Edmondson Pike # 201, Nashville, TN 37211, United States","http://www.brentwooddentalarts.com/","+1 615-331-0402","https://www.google.com/maps/place/Brentwood+Dental+Arts/data=!4m7!3m6!1s0x88647aab1fe2fc4f:0x6363a592445cfc36!8m2!3d36.043896!4d-86.744793!16s%2Fg%2F1tmbwvtv!19sChIJT_ziH6t6ZIgRNvxcRJKlY2M?authuser=0&hl=en&rclk=1"
"Castle Dental & Orthodontics","4.5","100","Dentist","401 S Mt Juliet Rd #320, Mt. Juliet, TN 37122, United States","https://www.castledental.com/dentist-near-me/mount-juliet-dentist/26160/?utm_source=generic&utm_medium=profiles&utm_campaign=local_profiles","+1 615-762-3807","https://www.google.com/maps/place/Castle+Dental+%26+Orthodontics/data=!4m7!3m6!1s0x88641507fb73fb85:0xc1a958062672d9c7!8m2!3d36.1664158!4d-86.5117983!16s%2Fg%2F11fnrdvprr!19sChIJhftz-wcVZIgRx9lyJgZYqcE?authuser=0&hl=en&rclk=1"
"Fields Family Dentistry","5.0","355","Dentist","617 Hartsville Pike, Gallatin, TN 37066, United States","https://www.smilesbyzach.com/","+1 615-452-9696","https://www.google.com/maps/place/Fields+Family+Dentistry/data=!4m7!3m6!1s0x8864300ee6b7ee07:0x6ce85d304f3fb0f2!8m2!3d36.3904379!4d-86.4316342!16s%2Fg%2F1tgws_k6!19sChIJB-635g4wZIgR8rA_TzBd6Gw?authuser=0&hl=en&rclk=1"
"Glasscock Family Dentistry","4.9","403","Dentist","5409 Maryland Way #210, Brentwood, TN 37027, United States","https://glasscockfamilydentistry.com/","+1 615-371-8009","https://www.google.com/maps/place/Glasscock+Family+Dentistry/data=!4m7!3m6!1s0x88647b5a7484b359:0xd64108ef0cb5871f!8m2!3d36.0362129!4d-86.815628!16s%2Fg%2F1tf6y29j!19sChIJWbOEdFp7ZIgRH4e1DO8IQdY?authuser=0&hl=en&rclk=1"
"Paramount Family Dentistry","5.0","16","Dentist","112 Saundersville Rd Suite 226B, Hendersonville, TN 37075, United States","http://www.paramountfamilydentistry.com/","+1 615-447-3672","https://www.google.com/maps/place/Paramount+Family+Dentistry/data=!4m7!3m6!1s0x88644768f022a4c1:0x8f1a973cc964cd4f!8m2!3d36.3255353!4d-86.5947904!16s%2Fg%2F11b6gqrrt_!19sChIJwaQi8GhHZIgRT81kyTyXGo8?authuser=0&hl=en&rclk=1"
"Nashville Dentist Dr. Terry L. Spurlin, DDS","5.0","10","Dentist","808 Kirkwood Ave, Nashville, TN 37204, United States","https://www.musiccitydental.com/","+1 615-953-2469","https://www.google.com/maps/place/Nashville+Dentist+Dr.+Terry+L.+Spurlin,+DDS/data=!4m7!3m6!1s0x88646976ff2a159b:0x7a996f25b5037139!8m2!3d36.1215336!4d-86.7765699!16s%2Fg%2F1tlqqqq6!19sChIJmxUq_3ZpZIgROXEDtSVvmXo?authuser=0&hl=en&rclk=1"
"Dr. Elijah Brown Family & Implant Dentistry","4.9","843","Dentist","1097 Weston Dr, Mt. Juliet, TN 37122, United States","https://drelijahbrown.com/","+1 615-758-7745","https://www.google.com/maps/place/Dr.+Elijah+Brown+Family+%26+Implant+Dentistry/data=!4m7!3m6!1s0x886415c37a1f5005:0xa8a04ec6db20352!8m2!3d36.1858767!4d-86.5120108!16s%2Fg%2F1tjh02xc!19sChIJBVAfesMVZIgRUgOybewEigo?authuser=0&hl=en&rclk=1"
"The Hills Dentistry Nashville","5.0","324","Dentist","4219 Hillsboro Pike #100, Nashville, TN 37215, United States","https://thehillsdentistry.com/","+1 615-383-4494","https://www.google.com/maps/place/The+Hills+Dentistry+Nashville/data=!4m7!3m6!1s0x8864650e65d87f69:0xbb6a63a2841e58d7!8m2!3d36.1004343!4d-86.8200089!16s%2Fg%2F11f66hggkf!19sChIJaX_YZQ5lZIgR11gehKJjars?authuser=0&hl=en&rclk=1"
"Lifetime Dentistry","4.8","181","Dentist","8134 Sawyer Brown Rd, Nashville, TN 37221, United States","https://www.lifetimedentistrytn.com/","+1 615-622-7062","https://www.google.com/maps/place/Lifetime+Dentistry/data=!4m7!3m6!1s0x886488ee2648d6e5:0xce593dbc2ff38d79!8m2!3d36.0792895!4d-86.9442369!16s%2Fg%2F1td05sz6!19sChIJ5dZIJu6IZIgReY3zL7w9Wc4?authuser=0&hl=en&rclk=1"
"Smile Solutions of Lebanon","4.9","304","Dentist","335 S Hartmann Dr, Lebanon, TN 37087, United States","https://www.smilelebanon.com/","+1 615-453-9937","https://www.google.com/maps/place/Smile+Solutions+of+Lebanon/data=!4m7!3m6!1s0x88641f8cc801b3cd:0x468007fb98a9909b!8m2!3d36.2031326!4d-86.3263015!16s%2Fg%2F119vq7lds!19sChIJzbMByIwfZIgRm5CpmPsHgEY?authuser=0&hl=en&rclk=1"
"Howard Dentistry - Hendersonville Family Dentist","4.7","36","Dentist","125 Saundersville Rd Ste 112, Hendersonville, TN 37075, United States","http://www.howarddentistry.com/","+1 615-826-5533","https://www.google.com/maps/place/Howard+Dentistry+-+Hendersonville+Family+Dentist/data=!4m7!3m6!1s0x88644718c55621e7:0x3b0d6b7e956c1c65!8m2!3d36.3270597!4d-86.5879837!16s%2Fg%2F1tg6qvqh!19sChIJ5yFWxRhHZIgRZRxslX5rDTs?authuser=0&hl=en&rclk=1"
"Denton Dental Solutions","5.0","1,021","Dentist","11211 Lebanon Rd, Mt. Juliet, TN 37122, United States","https://www.dentondentalsolutions.com/","+1 615-754-0853","https://www.google.com/maps/place/Denton+Dental+Solutions/data=!4m7!3m6!1s0x88643e149f9bde73:0x4ef78653abd64f11!8m2!3d36.2327792!4d-86.5149461!16s%2Fg%2F1tff_76h!19sChIJc96bnxQ-ZIgREU_Wq1OG904?authuser=0&hl=en&rclk=1"
"Wood Christopher DDS","5.0","9","Dentist","1502 17th Ave S, Nashville, TN 37212, United States","https://musicrowdentistry.com/","+1 615-463-7864","https://www.google.com/maps/place/Wood+Christopher+DDS/data=!4m7!3m6!1s0x8864669b842fed9d:0x2fb02ee79492ab0c!8m2!3d36.1393262!4d-86.7949452!16s%2Fg%2F1tgnsd65!19sChIJne0vhJtmZIgRDKuSlOcusC8?authuser=0&hl=en&rclk=1"
"Oak Hill Family Dentistry PLLC","5.0","8","Dentist","5544 Franklin Pike STE 102, Nashville, TN 37220, United States","http://www.ohfdentistry.com/","+1 615-373-0642","https://www.google.com/maps/place/Oak+Hill+Family+Dentistry+PLLC/data=!4m7!3m6!1s0x88647b2a14b2a08f:0x9b67604ea7f44215!8m2!3d36.0422571!4d-86.7828327!16s%2Fg%2F11cmhdmqjh!19sChIJj6CyFCp7ZIgRFUL0p05gZ5s?authuser=0&hl=en&rclk=1"
"Main Street Dental","5.0","290","Dentist","100 Main St Suite 105, Portland, TN 37148, United States","http://www.mainstreetdentaltn.com/","+1 615-325-9690","https://www.google.com/maps/place/Main+Street+Dental/data=!4m7!3m6!1s0x8865cb6a0c06aa7b:0x4121ed2dbebf1717!8m2!3d36.580594!4d-86.5157861!16s%2Fg%2F1tt1tf2w!19sChIJe6oGDGrLZYgRFxe_vi3tIUE?authuser=0&hl=en&rclk=1"
"Towe Dentistry & Aesthetic Center, PLLC","5.0","115","Dentist","120 Memorial Dr, Franklin, KY 42134, United States","https://www.drtowe.com/","+1 270-586-8788","https://www.google.com/maps/place/Towe+Dentistry+%26+Aesthetic+Center,+PLLC/data=!4m7!3m6!1s0x8865c82f7f5f7627:0xded60e72801db914!8m2!3d36.7003273!4d-86.574342!16s%2Fg%2F1tj80q8t!19sChIJJ3Zffy_IZYgRFLkdgHIO1t4?authuser=0&hl=en&rclk=1"
"Ideal Dental Gallatin","4.8","264","Dentist","207 Maharris Dr Ste G, Gallatin, TN 37066, United States","https://www.myidealdental.com/gallatin/","+1 615-442-6992","https://www.google.com/maps/place/Ideal+Dental+Gallatin/data=!4m7!3m6!1s0x88643b4659dce5a7:0x49fa5c03d1c15b27!8m2!3d36.3646633!4d-86.444304!16s%2Fg%2F11swzjx_xq!19sChIJp-XcWUY7ZIgRJ1vB0QNc-kk?authuser=0&hl=en&rclk=1"
"Sullivan Family Dentistry","5.0","268","Dentist","2000 Richard Jones Rd # 107, Nashville, TN 37215, United States","https://www.sullivanfamilydentists.com/","+1 615-298-1651","https://www.google.com/maps/place/Sullivan+Family+Dentistry/data=!4m7!3m6!1s0x8864646e59ac36ef:0xdf9a29f8e5f72fee!8m2!3d36.1048926!4d-86.8096533!16s%2Fg%2F11dfj6l54f!19sChIJ7zasWW5kZIgR7i_35fgpmt8?authuser=0&hl=en&rclk=1"
"David Wickness, DMD","5.0","567","Cosmetic dentist","105 Kenner Ave, Nashville, TN 37205, United States","https://www.davidwicknessdmd.com/?utm_campaign=gmb","+1 615-297-5090","https://www.google.com/maps/place/David+Wickness,+DMD/data=!4m7!3m6!1s0x880cd0dbd6df13e1:0xb6d7dfb9ed730ec2!8m2!3d36.1246243!4d-86.8458417!16s%2Fg%2F1vg4kcp_!19sChIJ4RPf1tvQDIgRwg5z7bnf17Y?authuser=0&hl=en&rclk=1"
"Aspen Dental - Nashville, TN - West","4.0","507","Dentist","6702 Charlotte Pike #106, Nashville, TN 37209, United States","https://www.aspendental.com/dentist/tn/nashville/6702-charlotte-pike-ste-106/?utm_source=googleplaces&utm_medium=lociqgoogleplaces&utm_campaign=Nashville,TN-West-NashWst_TN-2088&utm_content=listing","+1 615-354-8800","https://www.google.com/maps/place/Aspen+Dental+-+Nashville,+TN+-+West/data=!4m7!3m6!1s0x886461f59b2dd753:0xc7907331e25a579a!8m2!3d36.1368987!4d-86.8853029!16s%2Fg%2F11b620btc8!19sChIJU9ctm_VhZIgRmlda4jFzkMc?authuser=0&hl=en&rclk=1"
"Acacia Dental Group","4.2","20","Dentist","102 Wessington Pl Suite B, Hendersonville, TN 37075, United States","","+1 615-590-8999","https://www.google.com/maps/place/Acacia+Dental+Group/data=!4m7!3m6!1s0x886446df146dd9bf:0x317403e9530d460f!8m2!3d36.320189!4d-86.6223625!16s%2Fg%2F11fxzn94ny!19sChIJv9ltFN9GZIgRD0YNU-kDdDE?authuser=0&hl=en&rclk=1"
"All Care Dentistry","3.9","12","Dentist","407 Brewer Dr, Nashville, TN 37211, United States","","+1 615-385-9744","https://www.google.com/maps/place/All+Care+Dentistry/data=!4m7!3m6!1s0x886465d2aa3a14d9:0xde142e4668a2d268!8m2!3d36.0530422!4d-86.7161521!16s%2Fg%2F1tn4yx6q!19sChIJ2RQ6qtJlZIgRaNKiaEYuFN4?authuser=0&hl=en&rclk=1"
"Kendrick Dental Group","5.0","26","Dentist","5518 Old Hickory Blvd, Hermitage, TN 37076, United States","https://kendrickdentalgroup.com/","+1 615-889-7363","https://www.google.com/maps/place/Kendrick+Dental+Group/data=!4m7!3m6!1s0x88646ae6bdbcfc75:0xad05b6ea9468c76!8m2!3d36.1829082!4d-86.6061558!16s%2Fg%2F1wf39bmy!19sChIJdfy8veZqZIgRdoxGqW5b0Ao?authuser=0&hl=en&rclk=1"
"Bush Dentistry","4.9","143","Dentist","911 Meadowlark Ln, Goodlettsville, TN 37072, United States","http://www.jameslbushdds.com/","+1 615-851-6800","https://www.google.com/maps/place/Bush+Dentistry/data=!4m7!3m6!1s0x88644378e076d861:0xe68a8d9395e7ded2!8m2!3d36.2977619!4d-86.7038281!16s%2Fg%2F1tw1fklg!19sChIJYdh24HhDZIgR0t7nlZONiuY?authuser=0&hl=en&rclk=1"
"Horizon Dental Partners","5.0","810","Dentist","614 Old TN-76, White House, TN 37188, United States","http://www.horizondentalpartners.com/","+1 615-672-9309","https://www.google.com/maps/place/Horizon+Dental+Partners/data=!4m7!3m6!1s0x88644ea592d297d9:0x317a03b1a410de10!8m2!3d36.4700851!4d-86.6719894!16s%2Fg%2F1td0bp19!19sChIJ2ZfSkqVOZIgREN4QpLEDejE?authuser=0&hl=en&rclk=1"
"Connor Family Dentistry","5.0","216","Dentist","131 Maple Row Blvd suite d-402, Hendersonville, TN 37075, United States","https://www.connorfamilydentistry.com/","+1 615-590-9531","https://www.google.com/maps/place/Connor+Family+Dentistry/data=!4m7!3m6!1s0x88644749fbd48135:0xd4022b135163f3ef!8m2!3d36.305439!4d-86.600595!16s%2Fg%2F11cm07dsr6!19sChIJNYHU-0lHZIgR7_NjURMrAtQ?authuser=0&hl=en&rclk=1"
"Foster Robert D DDS","5.0","3","Dentist","2145 Belcourt Ave, Nashville, TN 37212, United States","","+1 615-297-9115","https://www.google.com/maps/place/Foster+Robert+D+DDS/data=!4m7!3m6!1s0x886466a1073bf59d:0x10ce48d830ea35d!8m2!3d36.1367294!4d-86.8047014!16s%2Fg%2F1tdqj6dj!19sChIJnfU7B6FmZIgRXaMOg43kDAE?authuser=0&hl=en&rclk=1"
"Dentist in Hermitage","5.0","1","Dentist","3441 Lebanon Pike, Hermitage, TN 37076, United States","","+1 615-883-4600","https://www.google.com/maps/place/Dentist+in+Hermitage/data=!4m7!3m6!1s0x88646a5eae6a6119:0x2177e13f59d36888!8m2!3d36.188982!4d-86.6252947!16s%2Fg%2F11h5q8cqvd!19sChIJGWFqrl5qZIgRiGjTWT_hdyE?authuser=0&hl=en&rclk=1"
